"TrackName","type_of_device","configuration","microphone","recorder","sample_rate","Recordist_first_name","Recordist_last_name","recording_date","recording_time","recording_length","Audio_file","SubjectName","subject_importance","quality_rating","Species_short_name","Subject_species","sex","age_class","identified_by","certainty_of_species","latitude_degrees","latitude_minutes","latitude_seconds","latitude_orientation","longitude_degrees","longitude_minutes","longitude_seconds","longitude_orientation","elevation","Distance_from_marker","position","Marker","Area","Region","country","state_or_province","vegetation_type","Analysis","Analysis_date","Analysis_method","number_of_phrases","Textgrid_file","Keycode_file"
"tSMM0312-16","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-29","09:05:00","00:05:19","Click to play","CATH-TLR9","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","4.44","N","118","38","1.88","W","743","30","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","86","Files_TextGrids/2012/Mar/TRKb16-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-17","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-29","09:15:00","00:03:42","Click to play","CATH-TLR9","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","5.18","N","118","38","21.62","W","747","40","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","59","Files_TextGrids/2012/Mar/TRKb17-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-37","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","07:01:00","00:06:21","Click to play","CATH-TLR1","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","54.22","N","118","38","40.16","W","727","20","up road","Upper Road","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","396","Files_TextGrids/2012/Mar/TRKa37-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-41","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","08:12:00","00:06:58","Click to play","CATH-TLR12","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","8.3","N","118","38","19.51","W","749","10","W","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","405","Files_TextGrids/2012/Mar/TRKa41-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-42","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","08:20:00","00:06:51","Click to play","CATH-TLR10","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.23","N","118","38","19.41","","0","40","SE","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","184","Files_TextGrids/2012/Mar/TRKa42-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-43","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","08:30:00","00:07:50","Click to play","CATH-TLR9","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.8","N","118","38","21.36","W","758","5","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","449","Files_TextGrids/2012/Mar/TRKa43-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-44","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","08:48:00","00:05:36","Click to play","CATH-TLR7","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","2.34","N","118","38","23.59","W","757","5","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","265","Files_TextGrids/2012/Mar/TRKa44-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-45","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","08:53:00","00:01:00","Click to play","CATH-TLR7","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","2.31","N","118","38","23.57","W","758","5","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","42","Files_TextGrids/2012/Mar/TRKa45-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-46","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","09:32:00","00:01:20","Click to play","CATH-TLR1","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","53.48","N","118","38","40","W","730","5","","Upper Road","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","3","Files_TextGrids/2012/Mar/TRKa46-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-47","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","09:51:00","00:02:20","Click to play","CATH-TLR3","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","0.45","N","118","38","34.31","W","706","40","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","46","Files_TextGrids/2012/Mar/TRKa47-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-48","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","09:53:00","00:03:18","Click to play","CATH-TLR5","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","1.45","N","118","38","29.42","W","747","40","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","93","Files_TextGrids/2012/Mar/TRKa48-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-49","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","09:57:00","00:05:35","Click to play","CATH-TLR7","Primary subject","5","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","1.31","N","118","38","24.74","W","763","8","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","195","Files_TextGrids/2012/Mar/TRKa49-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-51","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","10:04:00","00:06:23","Click to play","CATH-TLR7","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","2.11","N","118","38","26.37","W","751","20","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","125","Files_TextGrids/2012/Mar/TRKa51a-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-51","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","10:04:00","00:06:23","Click to play","CATH-TLR4","Background species","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","1.91","N","118","38","21.72","W","783","10","","Upper Road","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","175","Files_TextGrids/2012/Mar/TRKa51b-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-52","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","10:31:00","00:05:28","Click to play","CATH-TLR4","Background species","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","1.91","N","118","38","21.72","W","783","10","","Upper Road","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","351","Files_TextGrids/2012/Mar/TRKa52-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-53","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","10:40:00","00:07:16","Click to play","CATH-TLR3","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","0.08","N","118","38","39.79","W","745","10","up road","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","319","Files_TextGrids/2012/Mar/TRKa53-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-54","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-27","10:50:00","00:03:28","Click to play","CATH-TLR3","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","0.08","N","118","38","39.79","W","745","10","up road","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","54","Files_TextGrids/2012/Mar/TRKa54-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-6","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-28","08:56:00","00:04:46","Click to play","CATH-TLR8","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","1.89","N","118","38","23.2","W","766","10","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","159","Files_TextGrids/2012/Mar/TRKb06-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-7","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-28","09:08:00","00:03:12","Click to play","CATH-TLR8","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.63","N","118","38","20.48","W","767","12","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","220","Files_TextGrids/2012/Mar/TRKb07-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-9","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-28","09:44:00","00:06:14","Click to play","CATH-TLR3","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","0.59","N","118","38","29.89","W","746","20","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","150","Files_TextGrids/2012/Mar/TRKb09-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0412-10","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-04-26","14:58:00","00:01:29","Click to play","CATH-TLR9","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","5","N","118","38","23.45","W","723","80","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","69","Files_TextGrids/2012/Apr/TRK10-4-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0412-14","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-04-27","07:14:00","00:01:32","Click to play","CATH-TLR7","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.02","N","118","38","24.95","W","736","50","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","4","Files_TextGrids/2012/Apr/TRK14-4-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0412-18","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-04-27","07:20:00","00:01:50","Click to play","CATH-TLR7","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","1.33","N","118","38","26.87","W","756","","","Between Pole 84 and A","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","3","Files_TextGrids/2012/Apr/TRK18-4-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0412-19","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-04-27","07:22:00","00:03:41","Click to play","CATH-TLR9","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3","N","118","38","22.35","W","759","","","Between Pole 84 and A","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","88","Files_TextGrids/2012/Apr/TRK19-4-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0412-22","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-04-27","07:26:00","00:06:52","Click to play","CATH-TLR14","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","","34","5","9.86","N","118","38","17.85","W","753","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","231","Files_TextGrids/2012/Apr/TRK22-4-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0412-24","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-04-28","07:40:00","00:02:01","Click to play","CATH-TLR11","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","8.5","N","118","38","14.44","W","740","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","22","Files_TextGrids/2012/Apr/TRK24-4-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0412-26","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-04-28","07:43:00","00:01:05","Click to play","CATH-TLR9","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","4.71","N","118","38","22.55","W","732","50","W","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","35","Files_TextGrids/2012/Apr/TRK26-4-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0412-27","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-04-28","07:44:00","00:02:07","Click to play","CATH-TLR10","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","7.09","N","118","38","18.38","W","746","18","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","85","Files_TextGrids/2012/Apr/TRK27-4-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
